date,usdtry,High,Low,Open,Volume,log_return,vol_5d
2023-04-03,19.193479537963867,19.204200744628906,19.18191909790039,19.193479537963867,0,,
2023-04-04,19.20479965209961,19.232389450073242,19.193479537963867,19.20479965209961,0,0.0005896157172908653,
2023-04-05,19.216999053955078,19.259000778198242,19.212839126586914,19.216999053955078,0,0.0006350250470447685,
2023-04-06,19.250099182128906,19.267160415649414,19.242300033569336,19.250099182128906,0,0.001720958318200318,
2023-04-07,19.250699996948242,19.275400161743164,19.21356964111328,19.250699996948242,0,3.121051158403746e-05,
2023-04-10,19.245399475097656,19.284730911254883,19.238109588623047,19.245399475097656,0,-0.0002753796855668944,0.0007631946662753745
2023-04-11,19.265300750732422,19.293010711669922,19.261499404907227,19.265300750732422,0,0.0010335453414056159,0.0007955062956076605
2023-04-12,19.291040420532227,19.32012939453125,19.288999557495117,19.291040420532227,0,0.0013351720024095861,0.0008561281766036175
2023-04-13,19.308759689331055,19.339500427246094,19.287229537963867,19.308759689331055,0,0.0009181016478344772,0.0006926534792345172
2023-04-14,19.335100173950195,19.391260147094727,19.320899963378906,19.335100173950195,0,0.001363243153849844,0.000670914940064873
2023-04-17,19.378299713134766,19.41550064086914,19.277799606323242,19.378299713134766,0,0.0022317625029641235,0.0005150496462067655
2023-04-18,19.385299682617188,19.425500869750977,19.382299423217773,19.385299682617188,0,0.0003611620008268393,0.000686257312813098
2023-04-19,19.399599075317383,19.431900024414062,19.384429931640625,19.399599075317383,0,0.0007373691207672519,0.0007173145139402757
2023-04-20,19.3981990814209,19.410249710083008,19.388870239257812,19.3981990814209,0,-7.216872934062686e-05,0.0009009920606980744
2023-04-21,19.404260635375977,19.40583038330078,19.393400192260742,19.404260635375977,0,0.00031243143082297696,0.0008955392662683861
2023-04-24,19.405170440673828,19.41114044189453,19.39349937438965,19.405170440673828,0,4.688578383105557e-05,0.000314304636335767
2023-04-25,19.402700424194336,19.428499221801758,19.399099349975586,19.402700424194336,0,-0.00012729461461200326,0.00035494200972570084
2023-04-26,19.41783905029297,19.43090057373047,19.410980224609375,19.41783905029297,0,0.0007799287218031045,0.00037177764421557347
2023-04-27,19.423099517822266,19.443700790405273,19.418319702148438,19.423099517822266,0,0.00027087231953644653,0.0003422531666061468
2023-04-28,19.43549919128418,19.457000732421875,19.425500869750977,19.43549919128418,0,0.0006381945975763944,0.0003840067905433622
2023-05-01,19.449499130249023,19.459590911865234,19.438430786132812,19.449499130249023,0,0.0007200689301304935,0.00038156301151209577
2023-05-02,19.452049255371094,19.472400665283203,19.451839447021484,19.452049255371094,0,0.00013110661305527346,0.0002890273560626524
2023-05-03,19.473539352416992,19.486900329589844,19.45599937438965,19.473539352416992,0,0.001104163096711729,0.00038554009879860176
2023-05-04,19.474889755249023,19.492630004882812,19.472400665283203,19.474889755249023,0,6.934312184151244e-05,0.00043266126016445675
2023-05-05,19.487199783325195,19.5045108795166,19.470609664916992,19.487199783325195,0,0.0006318977565920331,0.00043228597252157756
2023-05-08,19.499000549316406,19.546899795532227,19.49489974975586,19.499000549316406,0,0.0006053817120379619,0.0004227032219912919
2023-05-09,19.50189971923828,19.526100158691406,19.50040054321289,19.50189971923828,0,0.0001486719489679477,0.00041883919196459624
2023-05-10,19.520000457763672,19.558269500732422,19.514400482177734,19.520000457763672,0,0.0009277221120198607,0.0003597249831179463
2023-05-11,19.53969955444336,19.585800170898438,19.523380279541016,19.53969955444336,0,0.0010086661363859501,0.0003385161225953459
2023-05-12,19.565799713134766,19.658899307250977,19.502300262451172,19.565799713134766,0,0.0013348589357399451,0.0004494176946425586
2023-05-15,19.628000259399414,19.674949645996094,19.367000579833984,19.628000259399414,0,0.0031740019353612104,0.001124761829541959
