date,usdtry,High,Low,Open,Volume,log_return,vol_5d
2023-05-16,19.67970085144043,19.733049392700195,19.669729232788086,19.67970085144043,0,0.0026305594269457016,0.0010222518158634012
2023-05-17,19.731300354003906,19.760679244995117,19.72934913635254,19.731300354003906,0,0.0026185344431173085,0.0009308711703289317
2023-05-18,19.764400482177734,19.803499221801758,19.70347023010254,19.764400482177734,0,0.0016761386795248764,0.000757371209328123
2023-05-19,19.806859970092773,19.81909942626953,19.716999053955078,19.806859970092773,0,0.0021459768389661227,0.000564905126342338
2023-05-22,19.815900802612305,19.8581600189209,19.763999938964844,19.815900802612305,0,0.0004563454186490795,0.0009006406074474533
2023-05-23,19.84454917907715,20.266000747680664,19.795209884643555,19.84454917907715,0,0.0014446826226509175,0.0008139442144030488
2023-05-24,19.863929748535156,19.894580841064453,19.856689453125,19.863929748535156,0,0.0009761427040427501,0.0006493812011037038
2023-05-25,19.907100677490234,19.93383026123047,19.893930435180664,19.907100677490234,0,0.002170974473051397,0.0007442247511249123
2023-05-26,19.97439956665039,20.10260009765625,19.922740936279297,19.97439956665039,0,0.0033749459086285126,0.0011359919478093803
2023-05-29,19.989200592041016,20.098899841308594,19.938079833984375,19.989200592041016,0,0.0007407253605079938,0.0010639567759397396
2023-05-30,20.1270809173584,20.419599533081055,20.117570877075195,20.1270809173584,0,0.006874060260022005,0.0024943699042485174
2023-05-31,20.611600875854492,20.81599998474121,20.49563980102539,20.611600875854492,0,0.023787849020244462,0.009443614058285636
2023-06-01,20.786399841308594,20.81089973449707,20.737890243530273,20.786399841308594,0,0.008444852468629012,0.008982388176752946
2023-06-02,20.890199661254883,20.91990089416504,20.81675910949707,20.890199661254883,0,0.004981214197550971,0.008773093460308398
2023-06-05,21.080299377441406,21.261899948120117,21.034130096435547,21.080299377441406,0,0.009058792272253192,0.0075231046879022925
2023-06-06,21.269500732421875,21.52083969116211,21.237390518188477,21.269500732421875,0,0.008935230545672218,0.007319606489847513
2023-06-07,21.93440055847168,23.196199417114258,21.890369415283203,21.93440055847168,0,0.030782050076597026,0.010389194677250588
2023-06-08,23.295530319213867,23.396900177001953,23.16250991821289,23.295530319213867,0,0.06020530421569183,0.023245598380790357
2023-06-09,23.498699188232422,23.536800384521484,23.234439849853516,23.498699188232422,0,0.008683555549616967,0.022586003333774193
2023-06-12,23.645999908447266,23.658130645751953,23.406810760498047,23.645999908447266,0,0.006248897643311483,0.023066038422597048
2023-06-13,23.66010093688965,23.766199111938477,23.36549949645996,23.66010093688965,0,0.0005961611127546675,0.024586028634986608
2023-06-14,23.638500213623047,23.68199920654297,23.534900665283203,23.638500213623047,0,-0.0009133768966898781,0.02559637908996793
2023-06-15,23.568500518798828,23.67584991455078,23.5109806060791,23.568500518798828,0,-0.0029656510705023554,0.004931912359014934
2023-06-16,23.650800704956055,23.67626953125,23.206069946289062,23.650800704956055,0,0.0034858740964929078,0.0036352227009827155
2023-06-19,23.548500061035156,23.67462921142578,23.52737045288086,23.548500061035156,0,-0.004334844052933982,0.003062373580788737
2023-06-20,23.601499557495117,23.64826011657715,23.257360458374023,23.601499557495117,0,0.0022481238265385593,0.0033315026804431234
2023-06-21,23.572099685668945,23.62339973449707,23.534000396728516,23.572099685668945,0,-0.001246454631585347,0.0033452372015322575
2023-06-22,23.554800033569336,24.761699676513672,23.47088050842285,23.554800033569336,0,-0.0007341731783643492,0.0030830702609247035
2023-06-23,24.885099411010742,25.71809959411621,24.351119995117188,24.885099411010742,0,0.05493958434429912,0.025133138660128746
2023-06-26,25.317800521850586,26.039379119873047,25.195709228515625,25.317800521850586,0,0.017238519158184945,0.023837985511048158
2023-06-27,25.960159301757812,26.159000396728516,25.466989517211914,25.960159301757812,0,0.025055301971100997,0.02308011566495803
2023-06-28,25.989990234375,26.18600082397461,25.918500900268555,25.989990234375,0,0.0011484446594390452,0.02257286424015476
2023-06-29,26.055500030517578,26.064599990844727,25.985109329223633,26.055500030517578,0,0.002517406615083021,0.02187931035414447
2023-06-30,26.03860092163086,26.072999954223633,25.955049514770508,26.03860092163086,0,-0.0006487916739371184,0.011427999704284198
